Date,Delta,Mariposa,Moulton_W,Colusa_W,Tisdale_W,Fremont_W,Sac_W,Knights_C,Bypass 1,Bypass 2,Bypass 3,KNGN,Chowby 
5/1/2010,0.5,1,0,0,0,0,0,971497.5558,0,0,0,160396.4485,122329
6/1/2010,0.5,1,0,0,0,0,0,664947.0776,0,0,0,1305534.708,122329
7/1/2010,0.5,1,0,0,0,0,0,593403.147,0,0,0,1453244.387,122329
8/1/2010,0.5,1,0,0,0,0,0,464544.4311,0,0,0,1448426.122,122329
9/1/2010,0.5,1,0,0,0,0,0,362470.2232,0,0,0,314409.6918,122329
10/1/2010,0.5,1,0,0,0,0,0,512488.156,0,0,0,0,122329
11/1/2010,0.5,1,0,0,0,0,0,391767.3964,0,0,0,0,122329
12/1/2010,0.5,1,0,385779.7402,3701422.81,4075256.44,0,2837480.073,0,0,0,0,122329
1/1/2011,0.5,1,0,0,828462.7884,76056.90583,0,1736606.136,0,0,0,304028.5215,122329
2/1/2011,0.5,1,0,0,0,0,0,1198677.031,0,0,0,170571.9751,122329
3/1/2011,0.5,1,2116970.306,23911972.63,18932116.86,71283717.77,0,2746928.552,0,0,0,183691.3647,122329
4/1/2011,0.5,1,18351.88098,6018964.336,9391472.221,24430879.83,0,704160.8502,0,0,0,138667.8002,122329
5/1/2011,0.5,1,0,0,0,0,0,199101.8477,0,0,0,602322.9097,122329
6/1/2011,0.5,1,0,0,220675.1966,0,0,742263.6344,0,0,0,1809306.185,122329
7/1/2011,0.5,1,0,0,0,0,0,444753.7074,0,0,0,2300502.389,122329
8/1/2011,0.5,1,0,0,0,0,0,449253.4092,0,0,0,2077229.577,122329
9/1/2011,0.5,1,0,0,0,0,0,541586.2274,0,0,0,990631.2434,122329
10/1/2011,0.5,1,0,0,0,0,0,600610.6338,0,0,0,29705.99568,122329
11/1/2011,0.5,1,0,0,0,0,0,375020.2763,0,0,0,0,122329
12/1/2011,0.5,1,0,0,0,0,0,32891.62524,0,0,0,0,122329
1/1/2012,0.5,1,0,0,0,0,0,604154.6467,0,0,0,0,122329
2/1/2012,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
3/1/2012,0.5,1,0,0,198265.62,0,0,316930.3212,0,0,0,0,122329
4/1/2012,0.5,1,0,0,0,0,0,205738.576,0,0,0,0,122329
5/1/2012,0.5,1,0,0,0,0,0,450169.2777,0,0,0,0,122329
6/1/2012,0.5,1,0,0,0,0,0,279804.4633,0,0,0,823118.8948,122329
7/1/2012,0.5,1,0,0,0,0,0,424803.7023,0,0,0,1001203.551,122329
8/1/2012,0.5,1,0,0,0,0,0,454828.2609,0,0,0,416401.6043,122329
9/1/2012,0.5,1,0,0,0,0,0,640752.221,0,0,0,0,122329
10/1/2012,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/2012,0.5,1,0,0,0,0,0,178869.118,0,0,0,0,122329
12/1/2012,0.5,1,0,3122593.919,8474133.023,6061138.089,0,4928885.702,0,0,0,0,122329
1/1/2013,0.5,1,0,0,0,0,0,1896684.022,0,0,0,0,122329
2/1/2013,0.5,1,0,0,0,0,0,761388.8087,0,0,0,0,122329
3/1/2013,0.5,1,0,0,0,0,0,434519.8725,0,0,0,0,122329
4/1/2013,0.5,1,0,0,0,0,0,630588.7354,0,0,0,0,122329
5/1/2013,0.5,1,0,0,0,0,0,530964.8075,0,0,0,0,122329
6/1/2013,0.5,1,0,0,0,0,0,496076.8544,0,0,0,0,122329
7/1/2013,0.5,1,0,0,0,0,0,396491.4196,0,0,0,0,122329
8/1/2013,0.5,1,0,0,0,0,0,249992.28,0,0,0,0,122329
9/1/2013,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/2013,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/2013,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/2013,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/2014,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/2014,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
3/1/2014,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
4/1/2014,0.5,1,0,0,0,0,0,205738.576,0,0,0,0,122329
5/1/2014,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
6/1/2014,0.5,1,0,0,0,0,0,123443.1456,0,0,0,0,122329
7/1/2014,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/2014,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/2014,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/2014,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/2014,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/2014,0.5,1,0,0,0,0,0,0,185881.485,92940.74252,0,0,122329
1/1/2015,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/2015,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
3/1/2015,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
4/1/2015,0.5,1,0,0,0,0,0,205738.576,0,0,0,0,122329
5/1/2015,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
6/1/2015,0.5,1,0,0,0,0,0,123443.1456,0,0,0,0,122329
7/1/2015,0.5,1,0,0,0,0,0,119461.1086,0,0,0,17958.98666,122329
8/1/2015,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/2015,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/2015,0.5,1,0,0,0,0,0,352768.6538,0,0,0,0,122329
11/1/2015,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/2015,0.5,1,0,0,0,0,0,110979.3699,0,0,0,0,122329
1/1/2016,0.5,1,0,0,0,0,0,429860.8892,0,0,0,0,122329
2/1/2016,0.5,1,0,897608.0158,2501002.216,0,0,1800065.584,0,0,0,0,122329
3/1/2016,0.5,1,0,418591.7247,1366157.238,0,0,1118912.564,0,0,0,0,122329
4/1/2016,0.5,1,0,0,0,0,0,507474.7715,0,0,0,0,122329
5/1/2016,0.5,1,0,0,0,0,0,278264.7424,0,0,0,0,122329
6/1/2016,0.5,1,0,0,0,0,0,408349.9256,0,0,0,304493.0925,122329
7/1/2016,0.5,1,0,0,0,0,0,652496.5754,0,0,0,195079.9904,122329
8/1/2016,0.5,1,0,0,0,6411.079497,0,300643.7901,0,0,0,0,122329
9/1/2016,0.5,1,0,0,0,0,0,306879.6599,0,0,0,0,122329
10/1/2016,0.5,1,0,0,0,0,0,512488.156,0,0,0,0,122329
11/1/2016,0.5,1,0,0,0,0,0,391767.3964,0,0,0,0,122329
12/1/2016,0.5,1,0,385779.7402,3701422.81,4075256.44,0,2837480.073,0,0,0,0,122329
1/1/2017,0.5,1,0,0,828462.7884,76056.90583,0,1736606.136,0,0,0,0,122329
2/1/2017,0.5,1,0,0,0,0,0,1198677.031,0,0,0,0,122329
3/1/2017,0.5,1,2116970.306,23911972.63,18932116.86,71283717.77,0,2746928.552,0,0,0,0,122329
4/1/2017,0.5,1,18351.88098,6018964.336,9391472.221,24430879.83,0,704160.8502,0,0,0,0,122329
5/1/2017,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
6/1/2017,0.5,1,0,0,220675.1966,0,0,742263.6344,0,0,0,885210.797,122329
7/1/2017,0.5,1,0,0,0,0,0,444753.7074,0,0,0,1227582.352,122329
8/1/2017,0.5,1,0,0,0,0,0,449253.4092,0,0,0,971656.8373,122329
9/1/2017,0.5,1,0,0,0,0,0,541586.2274,0,0,0,0,122329
10/1/2017,0.5,1,0,0,0,0,0,600610.6338,0,0,0,0,122329
11/1/2017,0.5,1,0,0,0,0,0,375020.2763,106200.9256,53080.5526,0,0,122329
12/1/2017,0.5,1,0,0,0,0,0,32891.62524,929128.6826,464584.2515,0,0,122329
1/1/2018,0.5,1,0,0,0,0,0,604154.6467,0,0,0,0,122329
2/1/2018,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
3/1/2018,0.5,1,0,0,198265.62,0,0,316930.3212,246886.2912,123443.1456,0,740658.8735,122329
4/1/2018,0.5,1,0,0,0,0,0,205738.576,0,0,0,2363139.831,122329
5/1/2018,0.5,1,0,0,0,0,0,450169.2777,0,0,0,1620479.32,122329
6/1/2018,0.5,1,0,0,0,0,0,279804.4633,0,0,0,1971944.52,122329
7/1/2018,0.5,1,0,0,0,0,0,424803.7023,0,0,0,10931607.31,122329
8/1/2018,0.5,1,0,0,0,0,0,454828.2609,0,0,0,784810.3719,122329
9/1/2018,0.5,1,0,0,0,0,0,640752.221,0,0,0,0,122329
10/1/2018,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/2018,0.5,1,0,0,0,0,0,178869.118,0,0,0,0,122329
12/1/2018,0.5,1,0,3122593.919,8474133.023,6061138.089,0,4928885.702,0,0,0,0,122329
1/1/2019,0.5,1,0,0,0,0,0,1896684.022,0,0,0,0,122329
2/1/2019,0.5,1,0,0,0,0,0,761388.8087,0,0,0,0,122329
3/1/2019,0.5,1,0,0,0,0,0,434519.8725,0,0,0,0,122329
4/1/2019,0.5,1,0,0,0,0,0,630588.7354,0,0,0,0,122329
5/1/2019,0.5,1,0,0,0,0,0,530964.8075,0,0,0,0,122329
6/1/2019,0.5,1,0,0,0,0,0,496076.8544,0,0,0,0,122329
7/1/2019,0.5,1,0,0,0,0,0,396491.4196,0,0,0,0,122329
8/1/2019,0.5,1,0,0,0,0,0,249992.28,0,0,0,0,122329
9/1/2019,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
