Month,Year,YYYYMM,SACR_205,COWC_211,BATT_220,COTT_NF,COTT_MF,COTT_SF,PAYS_225,ANTL_233,MILL_243,ELDE_237,THOM_248,DEER_256,STON_263,STON_NF,STON_SF,BIGC_269,BUTT_283,FEAT_341,YUBA_349,BEAR_357,CACH_390,CACH_Low,AMER_374,PUTA_400,CONS_188,DRYC_182,MOKE_173,CALV_161,STAN_146,TUOL_135,ORIS_128,MERC_116,BEAR_105,DEAD_093,"CHOW_080,MADC_080","FRES_069,MADC_069",SANJ_054,KING_023,KAWE_420,TULE_010,KERN_001,FKWI_024,FKWT_011,FKWK_421,"CVCK_004,FKCK_004",LOSG_999,WHIT_999,CLEA_999,DELP_999,CANT_999,PANO_999,LPAN_999,LBAN_999,HOSP_999,INGR_999,DMC,Cal_Aq,Deer,Poso,Zapato,Honcut,Mendota
9,1982,198209,23270155.15,198325.186,733558.3422,31930.62699,31930.62699,10245.78108,5966.418704,233019.5112,327848.6716,12878.89479,16429.16047,559279.745,670378.576,64396.17428,555741.0414,70033.41126,449045.0159,14776185.67,6644615.345,662025.5898,936316.2593,0,8408000.68,842514.7715,192200.9777,4032.476089,1710983.209,439251.8597,2340482.04,5937491.86,0,5447821.467,0,0,40160.17003,516609.5643,167474.6015,5330275.027,1069717.152,906648.7566,3637458.023,0,0,0,225777.5133,0,1892.794899,129278.6397,0,0,0,0,0,0,0,286470.3932,5057054.198,11809.39426,6213.304995,0,30037.83209,0
10,1982,198210,18515247.61,364085.8661,957102.6567,63155.1061,63155.1061,66818.5801,52602.70817,439696.5205,501444.4208,36482.04038,167229.7556,725089.109,260027.0131,33130.54746,156573.6931,116793.1439,599615.1246,9395974.577,4929881.211,149087.4636,119262.0068,86370.38154,7088304.522,485284.5909,495564.499,4061.677694,3070367.694,222078.201,2700650.372,7519200.74,0,6454138.151,39820.36955,31856.29564,53638.03778,380483.631,170902.4442,4387647.239,1536906.983,714457.0704,4145300.47,0,0,171227.589,52443.42669,0,7008.38504,138337.9384,854.512221,17.1392136,0,0,0,0,0,202765.3217,5482030.455,13897.30897,29188.33088,0,52164.6841,0
11,1982,198211,25831243.36,1678173.858,1309191.073,376871.9235,376871.9235,511054.6227,205985.4623,845091.7747,811909.0329,173106.0574,792076.5143,1253894.325,256350.2657,2221.976621,6377.895855,346957.5345,1211717.917,10528383.59,7278948.523,2965104.357,934670.3507,545248.3741,15285717.83,151314.7715,1908101.849,232772.6249,4468437.832,1948220.871,2938150.903,2082156.684,25708.8204,2137994.474,576068.0128,460854.4102,363334.3252,611372.7524,3973849.097,7394326.716,2186713.029,826369.5643,4172378.321,0,24688.62912,0,41888.37407,5753.878852,21149.92561,303853.7726,22966.54623,2693.304995,3332.964931,8641.020191,25708.8204,0,0,168623.3369,8169467.375,61063.20935,98754.51647,8682.167906,540269.5005,0
12,1982,198212,42064527.1,4441504.782,1854462.912,1528345.604,1528345.604,1766551.054,676548.0786,1661106.716,1319719.447,690220.6164,2091718.597,2432148.531,4069323.205,0,1561953.995,981850.8519,2240931.117,25412563.44,10542641.94,4833276.994,3698237.181,4285030.146,25194626.55,152539.0011,5550640.952,765626.2452,5513929.862,4297055.898,2504773.645,10594448.24,196121.5728,6001173.22,1592814.782,1274251.825,1395624.312,1264854.218,9299247.609,10753650.08,1756516.321,1017569.723,3281198.451,0,0,0,181182.6814,87165.14346,72871.27627,610645.6961,45786.18491,16404.67588,26520.36612,68889.23931,196121.5728,0,0,150003.3321,7684933.119,1284047.636,375028.2404,68889.23931,951706.8321,0
1,1983,198301,33494920.3,5411094.58,2406345.59,2210866.738,2210866.738,3153016.681,984279.8944,2131146.358,1547670.988,1217863.549,3021398.512,3696206.342,7722443.907,0,4440687.971,1261947.331,2989315.142,28441300.74,9600890.199,3601672.785,7229666.833,8330978.794,19242437,3836735.388,5915475.177,935380.4806,3986091.392,2994451.969,2340971.732,10900507.6,647127.7365,5560450.584,2349401.803,1879521.443,1875260.663,1639006.41,9020123.273,9284557.184,3606570.69,1531491.413,2293653.286,0,0,0,1833608.556,228441.2327,160595.5504,1156407.226,243866.525,73453.77258,88281.75928,229365.3286,647127.7365,0,0,96763.49799,9460045.552,703984.3132,495922.8823,229166.2267,926619.9993,0
2,1983,198302,95416450.58,10927472.9,3121785.335,4358645.21,4358645.21,4517842.781,1464035.707,3040625.11,2166641.445,1857401.063,3880807.651,5779652.163,11517554.09,0,5211240.565,2264079.551,5577293.578,47884522,16869828.45,7323352.786,14972419.13,16612096.8,30948519.2,11140488.84,8310060.301,860398.7248,6889963.868,3555162.593,1505802.338,12891123.61,605014.2402,10398605.74,3659207.53,2927366.024,2952848.216,3158513.314,12687914.98,10697318.48,5019330.56,3662910.824,3138982.845,0,0,0,3326925.034,321727.5239,317469.3184,3694724.761,252436.1318,117281.1902,82133.77865,213380.2945,605014.2402,0,0,222814.8778,9663173.524,1457995.81,1344868.984,213248.034,1670450.281,0
3,1983,198303,115493815.1,12915621.68,4412123.273,7073849.727,7073849.727,6584576.847,1505209.969,4080990.573,3129130.712,2879387.885,4914057.386,8555645.319,19440782.26,0,8130443.413,3271123.897,7641847.479,79476997.73,32465467.65,9414331.768,21485876.8,26597378.71,47353188.85,19075944.74,12866638.35,1398093.175,9597959.617,6960958.98,7563290.117,16247945.21,820478.6397,11458788.52,4937725.824,3950180.659,4093812.732,3459673.347,17611766.21,10533284.15,7063814.994,4855297.659,6088534.503,0,0,0,732256.7756,498261.424,492896.5342,8415353.879,534008.9267,213015.9405,111576.6755,289494.0866,820478.6397,0,0,367263.2683,9631432.423,1086658.065,2207043.982,289653.3681,2390018.58,0
4,1983,198304,35576110.52,3508641.87,2497428.268,2280241.785,2280241.785,1919458.618,324902.3592,1468973.433,1335389.586,838842.0829,2580675.877,3306424.655,1639736.451,6542.486716,2574777.131,801146.0149,3000573.688,38753000.47,14006929.14,3834267.545,10827157.15,11253694.37,23372972.07,3922431.456,5342537.046,373333.22,9122958.555,132454.4952,12239846.97,21791253.9,207629.3305,12922967.06,1645908.608,1316726.886,403000.7226,578084.2508,18855583.42,18674396.77,6170099.894,2725130.882,11792935.18,0,0,0,12632.34857,130258.0234,233472.136,1512413.177,132461.6366,56804.2508,27939.29862,72831.4559,207629.3305,0,0,145127.9915,8966169.437,401149.0755,1110124.208,72625.71732,682640.5951,0
5,1983,198305,41672773.65,2786346.44,2619851.222,1657283.96,1657283.96,1882667.252,160993.7541,1525757.279,1738895.643,868958.1296,3442533.475,3636475.788,4840603.942,289653.3681,2979280.409,564851.942,2769506.702,31249911.05,18767499.45,3182603.216,3711696.466,333057.5709,30140515.55,2492531.35,5430701.999,267154.8593,6517798.087,237488.684,9744867.163,23857777.11,114832.7311,12313300.74,955688.8691,764551.0953,667469.0343,587868.1156,14847455.9,22910211.59,5827312.879,2592903.363,14761410.99,0,0,0,5097.007302,97938.36344,170789.565,406933.9001,77126.46121,42603.1881,15689.2256,40616.77694,114832.7311,0,0,234103.9526,6912457.77,285392.5885,708523.8353,40776.05841,435634.8428,0
6,1983,198306,36628947.93,1511188.948,2629645.058,469906.9075,469906.9075,844680.2976,74189.3305,1220605.824,1801821.041,273737.7258,1446304.782,2323652.625,2079975.855,548457.8959,2692912.221,205903.1668,2024179.554,24814170.8,22921787.38,1374169.097,1201924.761,8106.099894,24063471.88,1561137.513,2612509.586,47607.90648,7827723.698,515169.3943,7685713.071,12636463.34,27422.74176,17078002.13,205738.576,164590.8608,168211.8597,667950.8608,21573373.01,29748769.39,8721422.827,2818165.866,17273810.84,0,0,0,0,40154.72901,96326.80128,181185.9724,76636.76939,18706.22742,3867.885228,10286.9288,27422.74176,0,0,415509.6281,7284668.055,61845.01594,373580.1063,10163.48565,102046.3337,0
7,1983,198307,34841572.79,534253.7726,1631163.443,190182.0849,190182.0849,261022.5224,14693.71636,680848.6785,1117476.727,70270.77577,325155.3666,1084388.303,771997.5044,165294.354,1273256.316,111895.2384,973050.5502,17368888.61,10225472.7,1603327.359,1246895.232,6450.899866,17273877.21,1490866.738,846660.6973,26321.26427,6826303.932,564851.942,8469219.979,9323700.607,1376.034006,12675672.69,39820.36955,31856.29564,356989.613,653731.0068,12587528.16,22716804.06,6579001.995,1077061.355,15430393.2,0,0,410149.8063,0,13980.70138,38904.50105,187796.8119,13613.43252,9377.5983,0,0,1376.034006,0,0,419706.695,9723298.015,21702.1014,160077.8856,0,41413.18433,0
8,1983,198308,34400850.16,281083.1031,1128739.639,77251.51692,77251.51692,94931.761,3982.036955,436391.4298,561921.3603,27177.89586,93286.29118,787288.5263,792066.9706,84100.62048,1035249.967,88401.22039,672207.6583,14589625.92,6782165.521,1532208.179,998814.3293,8362.277604,11018057.33,1436510.946,279140.7905,16644.91447,3457224.23,605269.6171,6231328.374,4277424.456,0,6760195.537,0,0,678698.3785,620441.1779,3388667.375,13880305.67,4958113.853,1684282.171,7016349.114,0,0,87604.813,36594.91961,7149.500531,25604.49762,127075.0266,5043.825717,4480.680128,0,0,0,0,0,425560.2893,10446236.82,14892.81821,106997.333,0,20308.38847,0
9,1983,198309,24851859.72,317809.9894,1035698.193,65424.86716,65424.86716,54026.95005,7818.065887,348397.7046,411096.2806,22085.10096,47744.95218,706794.3039,1121151.796,60281.40276,414933.56,86410.20191,508256.5781,15028380.02,5563212.242,758352.3911,454846.8438,2551.158342,9607744.612,1092012.752,200759.7024,21602.55048,3371528.162,410613.0499,3885704.57,8547532.582,0,7465351.753,0,0,154756.5569,41394.60149,5222563.231,7746921.488,3038553.029,1273933.262,6328518.597,0,0,0,52463.33688,5558.002125,16500.23379,121443.5707,2987.120085,2938.150903,0,0,0,0,0,376007.8215,8190329.267,15348.09777,42423.29437,0,19750.90329,0
10,1983,198310,25194644,357475.0266,1036922.423,67535.34675,67535.34675,43005.99911,36555.09924,320753.0767,390774.0701,25708.8204,44561.95537,692595.6875,384903.692,53996.4211,385262.0753,93060.20363,523438.7577,8770874.416,6484030.414,310200.6788,170829.3853,107953.0218,7372303.397,601586.3974,194880.8886,10831.14052,3692276.302,298971.3345,3006707.758,10251674.5,0,7695506.908,0,0,391752.7956,1439187.796,3058125.399,7088304.522,1208548.216,697095.3893,4666947.311,0,0,23892.22173,63752.41164,6121.147715,24847.9106,120219.3411,5264.187035,3427.842721,0,0,0,0,0,200137.1773,5094857.002,9955.092386,85773.076,0,31856.29564,0
11,1983,198311,35576110.52,2548845.909,2150236.769,935904.7821,935904.7821,1157485.228,495871.1158,1446095.303,1310660.149,441946.865,2244012.752,2598807.396,2911200.85,23659.93624,1194230.138,533027.5027,1861440.34,23108556.85,10546570.88,3932240.255,3609601.02,3955200.68,28646957.02,583712.6461,3844060.701,349179.5112,5281326.249,3817150.096,5499239.107,2215351.838,24190.77577,1182360.893,452624.8672,362099.8937,234541.9766,13496.45058,3124233.794,6214169.097,598904.9947,451020.1063,4016017.003,0,0,82295.43039,86657.0882,14323.48565,63614.36769,396405.526,18632.77365,6047.693943,3332.964931,8641.020191,24190.77577,0,0,165372.6674,2336655.303,367531.3921,360577.4283,8682.167906,888790.6482,0
12,1983,198312,66500148.78,9619995.749,3922431.456,2798575.572,2798575.572,3638984.471,1555582.736,3421485.612,2644335.813,1589049.947,4010575.983,6169807.878,11990112.37,2269.761064,5277274.115,1844160.954,4815238.367,54044842.67,26660971.84,6532491.804,11807376.7,13703941.26,34743630.81,3978746.015,8072584.416,756348.0991,7193572.795,3817140.804,11216391.07,8684663.316,160863.762,5457615.303,1433533.304,1146826.643,837143.6289,629241.4796,5482099.894,6001168.613,1827754.962,778846.6079,3603743.444,0,0,0,139490.7545,31340.2763,112691.6458,928700.5313,77860.99894,27422.74176,21622.46066,56146.72106,160863.762,0,0,132601.8306,3927562.689,443280.3538,669898.0769,56226.3618,1900626.238,0
1,1984,198401,37192093.52,1923509.458,2034914.346,917341.8532,917341.8532,979541.2704,468725.5699,1173028.446,943146.44,407668.4378,1230595.537,2108209.825,2272667.951,0,1067265.545,457376.7646,2091246.347,29957620.6,13965441.62,2996920.832,6256098.618,7354304.59,19727249.99,3584544.102,2845125.584,213994.6659,5910580.234,760250.4954,11735464.4,13620756.5,53376.40808,7188675.877,517664.8041,414131.8433,467889.3422,461518.083,9551438.895,7815464.29,2803473.477,1364046.759,3356857.153,0,0,0,18954.4959,13735.85547,75340.13918,256843.3581,24068.35282,9769.351753,7008.38504,18317.36999,53376.40808,0,0,112094.3403,3360640.088,161630.88,356750.6908,18277.54962,351215.6594,0
2,1984,198402,15670138.15,2401693.518,1643160.893,615811.0301,615811.0301,601168.119,289367.7599,971582.689,815092.0298,211302.0191,843983.847,1646901.829,167967.8112,0,1034070.461,392974.869,1724202.778,14760522.58,9274964.594,3185429.089,1005933.937,1044541.845,12900915.45,1427941.339,2585580.534,235989.2411,2289798.937,94497.85628,4145241.233,11767281.7,18387.92774,2553742.827,468232.6212,374586.097,340.5328154,65382.30056,1122373.645,1408613.991,2175706.724,1084426.751,4128960.387,0,0,0,173203.5032,7590.223167,64828.93474,255619.1286,18069.62806,4480.680128,2256.029902,5959.32427,18387.92774,0,0,165243.5487,9329960.643,126933.6069,270978.9879,6001.890872,635519.3668,0
3,1984,198403,21681105.21,1689191.923,1655403.188,593044.7636,593044.7636,556091.4607,212720.4141,998296.6645,973752.1785,217423.1668,1085891.605,2350875.157,160356.6282,0,868800.8227,568515.416,2090051.736,15277164.42,7971042.474,2815738.151,1634267.787,1280981.468,12051316.28,1475196.599,2845125.584,170630.2835,2507222.104,117032.0661,2440868.863,7303732.721,12217.81084,2977326.249,358383.3259,286706.6607,352808.4742,482821.9807,239704.1445,5198071.4,1392916.527,638320.5238,2731677.351,0,0,0,130650.6325,6268.05526,55270.67293,301650.1594,9377.5983,3917.534538,1592.814782,4380.24065,12217.81084,0,0,148012.3136,10487371.27,110780.2681,217578.4992,4181.138802,366347.3998,0
4,1984,198404,17672977.68,1264384.272,1492335.813,382797.1945,382797.1945,327124.3358,85258.06589,700169.5218,802360.0425,136624.017,626315.8342,1614389.458,863813.9851,67934.87779,694244.2508,272768.204,1433339.511,5822936.621,5309701.169,2241892.115,1470084.421,93899.08608,7969736.366,1116987.035,1810376.026,54561.87035,1572400.425,353294.2827,1240389.373,1124320.17,6806.716259,4003230.606,164590.8608,131672.6886,568784.8672,412793.8789,595954.9416,6596143.337,209606.4612,154509.6706,2049156.217,0,0,0,77522.29543,3942.019129,46620.36132,201753.0287,4260.31881,2840.21254,1069.840595,2880.340064,6806.716259,0,0,350455.0903,9698516.472,85381.50903,191336.8757,2880.340064,160476.0893,0
5,1984,198405,22178142.4,1020028.055,1594926.249,202765.3217,202765.3217,230918.323,56624.56549,754675.6436,1048919.872,61946.01488,445374.7078,1295356.621,590336.9785,35201.20668,461956.1071,135389.2565,1149773.35,7019494.923,5016928.539,1922368.16,1583138.432,106678.77,9228251.181,1630428.905,1195845.518,25325.75503,1422554.729,526903.1298,1236716.684,724730.7257,1297.683316,4791634.431,0,0,1080485.907,463986.9459,303364.0808,10618977.59,1986916.979,191217.4146,2679910.87,0,0,0,30462.5827,1297.683316,28073.36053,168209.1392,1508.250797,1062.631243,0,0,1297.683316,0,0,463628.5626,7320337.815,48142.82678,112612.0051,0,58535.94323,0
6,1984,198406,26149543.04,483570.6695,1341265.887,84188.22529,84188.22529,93323.01807,19792.05101,464516.5569,837862.6993,29381.50903,154987.4601,901916.7694,433120.8502,93034.98406,786332.8374,104309.458,809128.6716,9000527.779,6252765.654,1538842.253,1392685.569,11850.54198,9994615.43,1779295.218,431186.9075,8723.315622,1906370.244,596683.0181,452720.085,55549.41552,0,4999753.454,0,0,1396841.488,459331.9447,350619.3411,13532619.43,3773080.893,195369.3518,3678605.739,0,0,205738.576,354446.4187,489.6918172,12920.38257,150580.2338,188.5313496,19.58767269,0,0,0,0,0,526567.3114,7308821.764,13208.41658,52175.30287,0,25100.10627,0
7,1984,198407,34474303.93,153273.5388,971058.8735,28232.64201,28232.64201,21502.99955,3544.01289,277269.2331,485284.5909,8936.875664,33788.73539,607619.0189,681884.0081,64827.56162,1349711.426,72473.07257,575045.9566,15118997.91,6371219.307,1652226.773,1291653.327,11707.18865,12739332.62,1964888.417,170670.1039,2229.940695,2023406.589,663526.8177,559717.7471,136623.6879,0,5065861.849,0,0,723018.4498,562422.8995,334214.6652,15608907.92,3293184.382,646881.9033,4412096.946,0,0,107514.9978,211645.2641,4.896918172,2747.605499,133685.8661,26.93304995,0,0,0,0,0,0,620719.9205,11448276.6,3265.270303,9517.068321,0,9556.888691,0
8,1984,198408,28132794.9,115812.1148,851574.0701,17919.1663,17919.1663,1991.018477,1752.09626,246926.1115,347681.1902,4211.349628,10332.49734,510895.3413,893927.4759,495245.936,2223370.334,72711.99479,490945.3361,9823963.909,7856797.833,1433772.226,695144.1911,8919.762778,5056071.962,1632632.519,97440.44428,3066.168455,2032465.887,648116.3347,611625.0797,77848.82246,0,4346014.878,0,0,118266.4975,62677.26166,297732.6249,9791390.847,1433573.124,657394.4808,3850629.735,0,0,59730.55432,132283.2676,0,0,128544.102,0,0,0,0,0,0,0,611879.7984,10719603.66,4380.24065,119.4611086,0,7167.666518,0
9,1984,198409,19303651.43,117770.882,787669.288,26992.90117,26992.90117,0,5513.793836,250054.6652,316830.6057,4358.257173,7614.707758,478794.814,678937.3007,160476.0893,891670.9883,73695.55792,378600.1275,8796105.93,7262119.107,421558.3422,373868.1403,35921.95537,4627595.494,1107193.199,75176.87566,2386.567481,2020958.13,482827.2901,840556.0043,106984.0595,0,3410703.507,0,0,5472.646121,123.4431456,258312.4336,3547797.152,130520.5526,363828.0978,1777581.296,0,0,0,100811.9022,0,0,125116.2593,0,0,0,0,0,0,0,454764.5484,7635452.327,1728.204038,0,0,7818.065887,0
10,1984,198410,15493849.1,426031.881,893687.5664,48262.28789,48262.28789,28113.1809,36555.09924,249355.1541,353312.6461,14176.57811,38930.49947,572696.5548,171625.7927,45952.70646,193447.3553,81273.37424,418074.0599,4531597.875,3494994.015,76375.46879,13976.94971,80158.40389,5014459.676,457861.8491,168201.241,1035.329608,1778805.526,161352.1374,1189216.578,1298382.969,0,2072620.616,0,0,131247.938,15291.02191,192448.8842,1470805.17,83503.31494,471592.6365,1660509.41,0,0,0,1194.611086,0,6211.977649,124381.7216,0,0,0,0,0,0,0,365909.3757,8848006.472,4459.881389,17799.70519,0,27077.85129,0
11,1984,198411,26345419.77,3273589.798,1460995.537,1182297.301,1182297.301,1178347.12,233184.102,707781.8491,770774.9203,442926.2487,1635080.978,1545713.921,401560.5526,19380.57386,270381.6366,337658.1509,1219906.312,5695625.59,4263355.919,595201.7003,803656.0255,363622.3592,7318450.329,236765.9936,718397.9596,70403.7407,1790558.13,100153.5388,570246.1211,1212952.349,0,1395866.525,123443.1456,98754.51647,82.29543039,24729.77683,138337.9384,136610.4145,687043.4006,191460.3188,1538924.548,0,0,0,822.9543039,768.816153,17446.63124,511483.1031,1799.617428,0,0,0,0,0,0,251700.5739,9532814.623,120686.2487,64848.79915,0,218494.3677,0
12,1984,198412,28377640.81,1519024.017,1316291.605,707329.2242,707329.2242,655363.642,209614.4253,515952.5282,496792.3486,223299.4687,795749.203,871827.1708,1604004.306,4459.881389,849368.4824,195159.6311,844948.4214,11328536.75,5440457.989,1301130.575,429821.0689,629639.6832,7820362.195,245580.4463,556051.6403,65584.14864,2029772.582,81791.03905,1893883.103,4911603.661,0,2879387.885,119461.1086,95568.88691,79.64073909,358.3833259,88389.37301,221321.6139,785695.7115,469601.618,1903413.664,0,0,0,122646.7382,5313.156217,19790.72366,355271.4134,5631.455898,53.86609989,0,0,0,0,0,139172.1916,9686424.353,39223.064,92263.79624,0,127823.3862,0
1,1985,198501,15219621.68,578570.882,976935.1753,294352.1717,294352.1717,232550.9581,145384.1692,365033.3276,353802.3379,79330.07439,394201.9129,603159.1375,126350.0326,4260.779541,12025.7516,115797.6346,564095.355,5667951.76,3066407.377,445390.8334,196115.32,192571.3071,4299484.941,260271.2009,348667.1557,24808.09023,581509.0329,81273.37424,2317711.371,3376408.954,0,1320698.831,119461.1086,95568.88691,119.4611086,278.7425868,86430.60574,673083.7064,552866.0108,266159.35,1596796.819,0,0,0,955.6888691,1993.045696,22299.40695,167964.2933,4627.587673,665.9808714,0,0,0,0,0,192730.5886,9447422.495,37630.24922,96086.55171,0,58934.14693,0
2,1985,198502,13373483.53,1147103.082,956857.8108,419221.7398,419221.7398,410933.4143,219199.7571,559461.9705,547475.4516,188041.6578,654473.1137,943370.1533,154480.2793,7935.630788,22440.20039,331048.0644,1052925.945,7302764.233,2459340.155,1155692.364,1007340.155,558580.2338,5565346.045,283041.8704,1117469.075,113170.9124,272513.4963,78827.26583,1300131.775,2610028.966,6659.808714,486998.5122,308607.864,246886.2912,176.3473508,1058.084105,96224.44208,2470494.125,998743.2215,477945.4076,2147028.997,0,30860.7864,273338.3938,30155.39699,1383.379384,31169.39426,231379.3836,5704.909671,1398.070138,1146.25778,3086.07864,6659.808714,0,0,237760.3158,9890220.738,99548.07955,122340.9746,3086.07864,399867.618,0
3,1985,198503,11216391.07,1163752.604,1010234.219,314541.099,314541.099,319916.8489,149844.0506,520054.0263,548209.9894,139317.322,507810.4145,860836.7488,105523.9793,13857.4886,39063.78252,221321.6139,1003433.492,5012229.735,2149901.752,1137070.652,592487.2785,196314.4219,3621264.406,238724.7609,1346167.413,128779.0751,311199.1498,119739.8512,902502.0191,1049147.276,10503.88948,2055236.557,358383.3259,286706.6607,318.5629564,1154.790717,109201.2752,3800018.045,451722.2721,177758.1296,2142335.882,0,43802.4065,0,7924.253539,1726.163656,40457.49546,175554.5165,13319.61743,2521.912859,1592.814782,4380.24065,10503.88948,0,0,314660.5601,9669898.9,118027.5753,131208.1177,4181.138802,320553.9748,0
4,1985,198504,14727481.4,1034718.81,1235002.763,389092.7949,389092.7949,542861.8066,110605.0584,649310.9458,790117.7471,216688.6291,1079770.457,1254676.132,295029.118,14072.5186,694820.3188,189526.3762,1307633.241,6069493.73,2459769.267,618326.7163,495665.3773,43122.80553,4488022.444,914744.3146,1503126.036,40201.31775,618725.6111,312681.4878,1473237.832,347163.2731,2051.808714,3476811.902,164590.8608,131672.6886,82.29543039,1357.874601,253905.2072,3841632.986,191213.4325,133442.0404,2320731.137,0,0,0,0,648.8416578,36415.72795,165270.9883,5313.156217,1104.255048,0,0,2051.808714,0,0,360988.9054,9548821.084,74312.77365,113485.3985,0,79415.09033,0
5,1985,198505,23835749.2,405464.8247,1043288.417,106838.0515,106838.0515,171347.0502,24529.34764,344525.8373,581509.0329,57293.94261,277410.4145,632427.1091,615543.2724,13538.92565,1262265.894,76375.46879,858925.3711,10907635.45,2476866.806,206946.4605,823883.4459,24728.44949,6512900.182,1641446.971,616538.7817,4220.959172,986484.1658,534508.8204,978159.4049,35957.7937,0,4348463.337,0,0,39.82036955,9079.044256,296998.0871,6804265.826,1642908.807,233347.3655,2886976.792,0,0,0,8083.535018,186.0828905,16206.8904,139562.1679,1163.018066,129.7683316,0,0,0,0,0,534309.7186,7323483.624,41891.02876,30064.37901,0,13937.12934,0
6,1985,198506,27447226.35,166984.9097,833700.3188,47114.1339,47114.1339,64931.09458,8270.690755,189032.6036,390774.0701,22109.58555,86185.75983,429623.2944,371193.5388,110481.6153,862538.406,57771.39214,493649.1392,11800341.76,2898650.797,124924.4633,1131315.282,5884.123273,7247429.373,1681356.854,166977.4283,3291.817216,1067038.47,590058.2359,1043533.262,118464.2721,0,4549236.982,0,0,591786.44,469618.8735,343029.118,15601567.69,3895495.345,596929.9044,4065394.261,0,0,0,0,14.69075452,4197.06695,129768.3316,168.9436769,14.69075452,0,0,0,0,0,563476.8119,7344743.719,10204.63337,14237.10946,0,2880.340064,0
7,1985,198507,34768119.02,62925.39851,649576.1955,14096.41082,14096.41082,3623.653629,3544.01289,120576.079,276431.0308,3893.049947,14837.66206,360533.6259,393465.0715,51567.37856,670734.3046,50173.66563,427790.23,9542632.999,3204663.7,192810.2293,862549.0247,6092.51654,7484955.223,1782478.215,49456.89898,2429.042542,1170853.135,647359.7477,3217275.239,172860.2242,0,4818567.481,0,0,568037.5716,470597.1273,366289.4793,17080469.67,2935716.924,926739.4604,4435989.167,0,0,0,0,0,0,132216.7906,0,0,0,0,0,0,0,626971.7185,11197129.53,1194.611086,0,0,796.4073909,0
8,1985,198508,27079957.49,47744.95218,618970.457,12782.33862,12782.33862,0,1314.072195,114005.718,243131.9872,2448.459086,5435.579171,334092.9005,299688.1012,94214.99434,943782.5786,49695.82119,388606.9864,7322129.732,2070579.576,161630.88,323062.6581,3982.036955,5881189.839,1461974.92,27197.3124,199.1018477,956612.9649,646165.1366,2820624.867,88361.40002,0,3748590.861,0,0,0,81552.11683,328093.5175,7587771.417,622153.4538,185085.0776,3094042.714,0,0,0,11707.18865,0,0,127319.8725,0,0,0,0,0,0,0,556728.5866,10713829.71,1672.455521,0,0,1592.814782,0
9,1985,198509,14507120.09,237255.6854,681895.8555,26416.83316,26416.83316,5143.4644,2304.272051,178869.118,299446.5462,11679.14984,14323.48565,423121.9554,215943.2094,38102.78427,411106.8225,67564.54835,313339.8512,4582538.746,1286359.872,60281.40276,374320.7651,10122.33794,4970355.962,960775.3454,59252.70988,164.5908608,711032.5186,413287.6514,606483.3156,65589.45802,0,2996913.921,0,0,0,370.3294368,294304.7821,640505.3348,69045.8661,254868.9479,1440170.032,0,0,0,127022.9968,0,0,127564.7184,0,0,0,0,0,0,0,426948.6929,10029796.73,2263.124336,0,0,7406.588735,0
10,1985,198510,11184561.11,279614.0276,760981.084,40457.49546,40457.49546,9915.272017,26281.4439,228051.2564,274472.2635,12854.4102,29381.50903,416998.9099,136862.6101,45753.60461,188191.0665,65146.12458,340026.1355,5293321.724,1894215.159,37192.22516,8879.942409,72512.89294,4194199.883,601586.3974,69287.44301,0,510014.0276,216702.4511,561921.3603,777851.0987,0,481122.2104,0,0,0,0,250967.0563,142994.947,39183.24363,121929.9715,1007455.349,0,0,0,106678.77,0,796.4073909,156456.5356,0,0,0,0,0,0,0,452080.6554,9615583.916,2588.32402,7565.870214,0,7565.870214,0
11,1985,198511,11164973.43,813622.9543,1103275.664,64437.322,64437.322,42382.14665,81102.14665,412793.8789,437294.7928,35012.96493,83247.60893,658034.2614,372181.084,50282.50797,141836.1743,137844.8459,495171.6047,4875880.808,1776264.57,35510.47821,194916.7269,66618.1509,3604128.374,271534.1126,293588.9479,13496.45058,468635.0691,104803.2306,564124.9734,855954.7715,0,482836.1318,41147.7152,32918.17216,0,246.8862912,196366.4187,141260.1063,202734.7928,192694.7503,835298.6185,0,0,0,544754.6015,0,11027.58767,229175.7705,0,0,0,0,0,0,0,310788.6929,9105001.828,8723.315622,19380.57386,0,116036.5569,0
12,1985,198512,10322703.51,1679153.241,1040105.42,234263.234,234263.234,214034.4863,138694.3471,460204.0108,441946.865,122667.8002,388815.3029,875092.4411,143711.7137,4459.881389,12623.05715,190500.6479,723814.8572,4200332.22,2326345.809,41134.44174,355635.7204,170909.0261,3621264.406,261495.4304,729150.7867,55907.79884,481367.0563,97958.10908,823906.4825,1003353.851,183.6344315,612114.7715,79640.73909,63712.59127,0,278.7425868,145683.3156,181421.6036,1270508.711,492617.7916,1154790.717,0,0,0,114921.5865,58.76301807,15928.14782,249008.2891,697.8108395,565.5940489,0,0,183.6344315,0,0,262376.4149,9477128.491,19910.18477,39183.24363,0,80835.35018,0
