Month,Year,YYYYMM,SACR_205,COWC_211,BATT_220,COTT_NF,COTT_MF,COTT_SF,PAYS_225,ANTL_233,MILL_243,ELDE_237,THOM_248,DEER_256,STON_263,STON_NF,STON_SF,BIGC_269,BUTT_283,FEAT_341,YUBA_349,BEAR_357,CACH_390,CACH_Low,AMER_374,PUTA_400,CONS_188,DRYC_182,MOKE_173,CALV_161,STAN_146,TUOL_135,ORIS_128,MERC_116,BEAR_105,DEAD_093,"CHOW_080,MADC_080","FRES_069,MADC_069",SANJ_054,KING_023,KAWE_420,TULE_010,KERN_001,FKWI_024,FKWT_011,FKWK_421,"CVCK_004,FKCK_004",LOSG_999,WHIT_999,CLEA_999,DELP_999,CANT_999,PANO_999,LPAN_999,LBAN_999,HOSP_999,INGR_999,DMC,Cal_Aq,Deer,Poso,Zapato,Honcut,Mendota
6,1951,195106,19323255.09,248038.4272,744773.6451,82377.72582,82377.72582,109740.9564,4608.544102,257255.5154,688977.3433,40653.94261,147638.0021,716546.3124,355927.7365,765306.3549,3018184.91,106243.4006,652438.1722,7389430.138,3646345.93,124924.4633,1409185.802,4361.657811,6143189.288,42094.11265,482086.6312,1316.726886,1931597.194,353541.169,963309.1605,3479245.058,0,4745113.369,0,0,20450.41445,107724.7184,5310688.714,10499004.12,1688702.232,124883.3156,3662887.311,0,0,0,0,0,1522.465462,275451.6472,0,0,0,0,0,0,0,78509.8406,1127159.362,14813.17747,0,0,6995.111583,0
7,1951,195107,28916317.93,96484.75541,537574.9889,26719.46796,26719.46796,26122.16242,438.024065,171506.3316,354042.9056,11587.72754,30104.19938,499944.7396,358383.3259,554976.4904,2556547.366,72950.91701,443280.3538,5472314.285,1498520.147,153865.9079,1261748.229,10990.42199,1526633.328,15091.92006,171147.9483,0,868482.2598,239200.9599,186120.4073,0,0,4368055.617,0,0,1632.635151,34046.41596,4960582.716,3540468.877,477685.1531,31577.55305,1551083.035,0,0,0,0,0,0,110425.5048,0,0,0,0,0,0,0,49058.69528,454549.5184,6371.259127,0,0,796.4073909,0
8,1951,195108,28304199.21,59491.6321,457934.2498,14892.81821,14892.81821,8919.762778,0,158883.2745,278384.2035,2468.862912,5216.46841,432051.0096,330509.0672,348985.7187,1820388.194,63433.84869,365232.4295,4759808.412,1320363.813,127186.2603,1123691.008,0,719832.8203,7326.947996,70282.95225,0,875331.3633,21582.64029,115279.9698,0,0,3883242.618,0,0,0,2309.581434,3552733.55,896635.261,137101.5323,1513.174043,516390.5523,0,0,0,0,0,0,58028.48034,0,0,0,0,0,0,0,40377.85472,14733.53673,557.4851736,0,0,0,0
9,1951,195109,16140232.43,73201.78533,444395.3241,13990.22317,13990.22317,6830.520723,0,166936.2806,249478.5972,1563.613177,3003.783209,400367.2689,283919.2349,231455.898,1294671.711,59746.48247,362511.3709,4612905.76,1308415.048,99865.50478,492990.7758,0,665481.9979,6131.009564,49706.43996,0,1196081.785,0,150148.0128,0,0,2996911.541,0,0,0,0,862085.7811,425302.7843,92047.43889,1851.647184,320746.44,0,0,0,0,0,0,48479.4899,0,0,0,0,0,0,0,40119.02232,51969.56429,0,0,0,0,0
10,1951,195110,12822597.02,249992.28,577395.3584,36993.12331,36993.12331,22179.94584,18715.57369,214870.7141,292361.1532,11468.26643,36953.30294,488954.3176,123443.1456,238603.6543,931677.1862,74424.27068,407760.5841,5837108.69,1436918.035,130332.0695,18277.54962,37670.06959,1680857.619,3663.473998,164776.6892,0,1443130.013,14215.87193,746910.6716,1413981.502,0,130013.5066,0,0,0,5176.648041,1445797.977,427511.4874,110182.9625,13618.56638,372917.7608,0,0,0,0,0,0,118015.7279,0,0,0,0,0,0,0,46788.93422,0,716.7666518,0,0,9955.092386,0
11,1951,195111,9950546.227,1492345.335,773577.0457,117476.7269,117476.7269,129574.1552,194916.7269,509408.7141,504141.8066,48472.0085,295522.8905,815753.4538,111098.831,97890.41445,300789.7981,202487.9065,696466.2274,8062771.35,1754867.758,814848.204,106325.6961,150929.8193,4654506.1,279351.8385,401560.5526,12673.49628,1553778.874,118505.4198,669061.8491,1357874.601,0,144469.6281,20573.8576,16459.08608,22260.91392,33535.38789,1021245.143,611619.6387,179486.3337,43822.31668,492126.6738,0,0,0,0,0,0,625091.6047,0,0,0,0,0,0,0,31189.96812,0,4773.134963,0,0,97108.60786,0
12,1951,195112,10344734.7,6650001.714,2042784.958,1781483.693,1781483.693,1991496.322,947246.9507,2535522.21,1399765.63,697812.1559,1641435.453,3172289.74,1991018.477,13738.02749,604234.2875,1365002.448,2642001.879,24680465.94,11516528.72,2739840.527,2348565.575,3104077.447,13312268.1,4754910.507,2347570.066,269026.4166,2380899.715,1474946.488,1782558.843,3206734.359,62916.18388,110660.807,278742.5868,222994.0695,498989.0508,293555.7643,428228.2541,3094839.121,1250917.089,579545.6584,1598827.658,0,0,0,0,20811.90223,23215.27544,2894078.64,20811.90223,20811.90223,8641.020191,22299.40695,62916.18388,0,0,32135.03822,0,333017.7505,0,22458.68842,973209.8317,0
1,1952,195201,26222987.6,6596164.574,1979072.366,1758586.98,1758586.98,2014353.214,1259000.624,2244514.95,1223480.854,690206.4653,1090042.796,2637820.74,5415570.258,1433.533304,2536677.001,1101073.038,2671468.952,22496438.13,12361118.75,6280309.403,8464138.11,10505927.56,22136501.81,9688534.833,5611884.68,869716.6912,4294587.035,4448851.147,2028569.086,6365604.635,572218.7104,2499882.98,975599.0539,780479.2431,1676477.378,1232559.899,588863.6248,6108922.533,2428883.261,1020994.275,2401924.871,0,0,0,0,99897.13071,99112.8998,2472943.677,99897.13071,99897.13071,77968.28357,202287.4773,572218.7104,0,0,36913.48257,118943.4438,534946.8445,0,202446.7588,2243877.824,0
2,1952,195202,48259118.74,5952215.647,2102790.135,1666780.432,1666780.432,1782646.722,910584.7484,2208695.841,1811847.411,761942.1745,2894060.698,4263598.549,6427556.891,0,3039255.378,1794480.237,3937793.778,38734628.72,20228202.6,6107413.478,8999899.212,9860170.237,23813715.18,4145220.829,4989955.044,351472.4321,3378894.294,1556234.966,4658233.515,6760129.752,68574.79571,2930795.676,340532.8154,272426.2523,606233.5447,549194.2981,8332114.361,3760844.413,1698237.151,695368.0091,2285869.09,0,0,0,0,10188.96698,47248.92814,3366631.243,10188.96698,10188.96698,9236.952618,23837.29708,68574.79571,0,0,51633.28814,76960.41628,220665.2644,0,24007.56349,1119075.965,0
3,1952,195203,24949810.92,3589447.931,1529102.191,1493263.858,1493263.858,1430467.135,689051.6746,1574696.514,1190947.612,672605.862,1913727.14,2792283.953,4220959.172,0,1720239.964,2144605.643,2681463.865,29014236.22,13445188.5,4451877.495,4605146.097,5183258.222,19984330.3,3432754.777,5222560.927,682640.5951,3981200.727,3471898.2,5400916.362,10440462.87,288657.8588,3048328.929,1114970.347,891976.2778,1908311.57,1964896.315,9230680.224,6863040.691,2752065.38,1378740.475,3373979.912,0,0,0,0,77126.46121,442563.5871,2468046.759,77126.46121,77126.46121,38984.14178,101143.7386,288657.8588,0,0,56027.25995,153905.7283,705975.3317,0,101223.3794,1315665.01,0
4,1952,195204,34890546.74,2162230.138,2016238.045,1062063.677,1062063.677,970139.6812,171421.3815,1369889.734,1726146.652,581005.7386,2984690.67,4413997.705,2876225.292,0,1493662.062,884881.6153,3527922.806,71127734.75,24915270.73,3079947.63,1359067.885,1536414.538,33666319.91,896361.8278,5790594.516,120398.2147,7695486.844,436083.4857,9113519.405,15364063.08,56084.33581,7959943.209,473198.7248,378558.9798,799911.5834,973760.6801,18632755.28,13067444.51,4341125.101,1633852.327,9159687.141,0,0,0,0,29381.50903,145457.1732,2029038.045,29381.50903,29381.50903,7776.918172,20162.38045,56084.33581,0,0,72173.09245,660009.3518,245281.5303,0,20326.97131,197920.5101,0
5,1952,195205,30973000.2,2196013.74,2217994.584,569232.1826,569232.1826,617653.752,74026.06698,1556020.76,2070420.294,293834.5069,1617941.435,4137615.138,1220494.327,79.64073909,959949.6486,430936.0392,3003889.397,57416353.72,34116459.99,1296113.208,1495414.158,72512.89294,44561940.23,336402.4819,4639829.639,32493.42155,10325143.08,402544.1157,18508348.48,18444237.69,6530.540605,17748894.4,159281.4782,127425.1825,284516.5404,470836.0495,18906990.2,29748762.76,9323740.427,1792275.013,17313060.45,0,0,0,0,5753.878852,92622.17956,1198765.569,5753.878852,5753.878852,1035.329608,2787.425868,6530.540605,0,0,72871.27627,1204128.155,130570.9917,0,2787.425868,66101.81344,0
6,1952,195206,22462167.4,865048.4166,1559498.406,230838.6823,230838.6823,315191.4984,29461.76408,681941.084,1360837.237,96697.13071,447810.5845,1761122.21,467026.5675,946.3974495,574668.9904,154756.5569,1163739.681,27128935.52,22017936.66,124924.4633,1177318.427,43205.10096,27177901.3,104062.5717,1788608.884,2180.828905,7746921.488,407650.4145,10532457.22,11233490.84,41.1477152,12215357.62,41147.7152,32918.17216,89619.7237,330786.4825,15454670.35,28181782.1,7056462.827,948290.2444,12452862.23,0,0,0,0,1126.29118,30037.83209,497282.0404,1126.29118,1126.29118,0,0,41.1477152,0,0,78550.98831,665235.1116,82542.31668,0,0,20985.33475,0
7,1952,195207,23522330.31,287184.5052,951706.8321,79561.09835,79561.09835,85335.05194,8441.918344,268827.3148,801623.8593,44558.99352,135389.2565,896197.237,372320.4552,7088.025779,876087.9504,106280.5663,632108.5462,10849139.32,7552291.468,273008.4536,1220374.865,46749.11385,9495127.298,43324.56207,502413.6026,0,2923452.251,407919.8656,1068061.952,337119.2486,0,4715727.263,19910.18477,15928.14782,25206.29392,196593.1644,4338668.184,17885995.93,3055695.698,283759.9534,6366002.838,0,0,0,0,230.1551541,6570.360975,244356.2168,230.1551541,230.1551541,0,0,0,0,0,45116.47869,513682.7671,26918.56981,0,0,3583.833259,0
8,1952,195208,25439482.01,138097.0416,621197.7649,22140.12547,22140.12547,13220.36269,5773.953584,209335.6827,400075.2528,16405.99225,36953.30294,669420.2324,318562.9564,7088.025779,895998.1351,80317.68537,450567.4814,6997713.181,2009256.207,156653.3338,1219060.793,15171.5608,2250607.466,24051.50321,154741.9561,318.5629564,1209782.647,421856.995,0,716.7666518,0,4179506.167,0,0,4818.264715,33807.49374,4066894.162,4270097.508,864301.121,103811.7034,2715350.999,0,0,0,0,0,676.9462823,115322.423,0,0,0,0,0,0,0,58137.73954,36435.63813,6052.696171,0,0,0,0
9,1952,195209,18813969.82,155702.9543,551379.3836,18722.21041,18722.21041,8887.906482,10574.96281,197714.7715,328564.5058,9381.679065,16664.82465,527554.8565,271574.9203,288.0340064,733334.5802,71267.84272,413205.356,6427190.818,1754826.61,150312.6036,595983.5069,0,1288129.224,15553.83634,104803.2306,0,1261918.13,259518.6397,0,228657.8533,0,3214829.841,0,0,2551.158342,19051.39214,2288594.772,1353759.83,282561.3603,59252.70988,1261918.13,0,0,0,0,0,0,84716.68438,0,0,0,0,0,0,0,41806.07864,0,4567.396387,0,0,0,0
10,1952,195210,13312268.1,206667.7179,569431.2845,27834.43831,27834.43831,16525.45336,8441.918344,193686.2775,303590.4974,8879.942409,15967.96819,505599.2321,193128.7923,0,493772.5824,69048.52079,374948.5996,6292534.257,1658199.829,54912.2896,64349.71718,0,1122615.858,12623.05715,94254.81471,0,1262664.098,1194.611086,0,1136791.91,0,981094.2649,0,0,4619.162867,23374.55692,1593690.83,772714.271,175050.3445,53359.29519,932354.1325,0,0,0,0,0,0,82513.0712,0,0,0,0,0,0,0,39183.24363,0,3504.19252,0,0,0,0
11,1952,195211,11752610.41,380986.695,604871.4134,72543.42189,72543.42189,77604.59086,12879.23486,216395.8342,311940.8289,49706.43996,54109.24548,523481.2327,43205.10096,0,119328.3741,83735.60043,398639.0648,6309672.944,1503455.218,88879.06482,17076.30181,36786.05739,1359150.181,30120.12752,174589.7556,0,1349110.138,230632.9437,508873.7938,2392863.082,0,63902.4017,20573.8576,16459.08608,24153.70882,42834.77152,827809.7343,764647.9915,281080.0425,125623.9745,1023467.12,0,0,0,0,1559.668438,15800.72264,165515.8342,1559.668438,1559.668438,0,0,0,0,0,35921.95537,189526.3762,6419.043571,0,0,17282.04038,0
12,1952,195212,18076974.42,4967909.664,1684401.632,1715302.239,1715302.239,1913448.397,1026648.768,1866221.439,1022228.707,820219.9719,768334.0304,2127323.602,3464372.15,0,764551.0953,705895.6909,1430307.854,11436768.52,2368435.94,650545.3773,1913966.062,3711895.568,4779400.034,5513926.571,584921.4082,36355.99739,1358153.344,462513.5923,989058.3388,4305577.457,9596.70906,1340791.663,179191.663,143353.3304,212043.4678,207862.329,270539.5907,1493303.678,554578.2867,287184.5052,1404185.691,0,0,0,0,22232.0085,38904.50105,2134811.477,22232.0085,22232.0085,1035.329608,2787.425868,9596.70906,0,0,41652.10654,685348.3802,206309.3346,0,2787.425868,309802.4751,0
1,1953,195301,80480829.43,7200916.527,2425060.505,2836166,2836166,3062385.52,998535.5867,2495184.176,2472924.589,1050620.63,3995894.443,5389448.096,9875451.647,0,4639073.052,1935986.727,4575400.281,47108333.4,20423469.34,3797549.182,10706423.12,10029198.09,18701317.99,7585342.374,2326266.168,201053.0458,2237148.181,1392199.76,2702250.098,3771188.098,33528.75116,2585576.415,378293.5107,302634.8085,461279.1608,502931.2674,351335.1205,2688392.609,1017330.801,596947.1599,2419087.45,0,0,0,0,21007.77896,78724.87059,4821015.94,21007.77896,21007.77896,4300.599911,11149.70347,33528.75116,0,0,50332.94711,1647926.173,215348.5585,0,11229.34421,1196203.901,0
2,1953,195302,18605835.86,1236723.971,1102170.943,625989.0087,625989.0087,594819.6144,134288.5077,508409.4125,610911.3102,275674.9962,1258502.869,1275035.433,985340.8228,0,8817.367542,253411.1432,1251184.454,14489976.86,5738034.189,859120.2065,1656386.58,2034343.039,6924234.644,848892.0601,858194.3829,30993.04691,1491369.546,164311.6441,1115661.515,3390365.994,17061.60619,613600.6073,88173.67542,70538.94034,121944.1931,196142.341,1548417.914,1917160.225,687534.2341,284756.8848,1785428.754,0,0,0,0,3623.719447,23850.9792,1261446.121,3623.719447,3623.719447,2336.602399,6172.157279,17061.60619,0,0,59120.44937,2824246.911,105235.2816,0,6216.244117,96991.04296,0
3,1953,195303,10014185.81,1589788.434,911886.4626,486804.0177,486804.0177,462473.7719,121730.8697,621914.5316,689728.6209,206906.6402,831011.292,1635940.242,776497.2061,88162.29817,993319.1183,532278.8797,1634626.17,16074129.29,7707590.909,1428794.68,1335495.554,1329243.756,9235578.129,1716855.233,1289343.746,55429.95441,1365759.035,19233.23849,53876.95999,204198.855,1314.072195,1629688.444,99550.92386,79640.73909,125115.6011,227692.8731,2229303.569,2412238.346,837860.3956,285472.2293,1541287.224,0,0,0,0,1153.22423,52483.24706,1841975.77,1153.22423,1153.22423,0,0,1314.072195,0,0,74543.73179,2687038.717,61960.49501,0,0,255248.5688,0
4,1953,195304,10616522,2070923.358,1279693.943,542861.8066,542861.8066,487476.9819,129491.8597,954791.5834,1152753.241,260259.2986,1452925.824,2336243.826,1010176.408,81842.80553,1127858.874,492867.3326,2063640.213,27275832.86,12676829.25,2027594.814,1445519.235,1028528.289,19235075.54,688524.7184,2033684.676,33658.83103,1409803.018,88385.29224,2466846.674,221827.3326,0,2872028.225,82295.43039,65836.34431,108465.3773,290873.1987,2068454.495,7102959.745,2119395.367,509532.1573,2911200.85,0,0,0,0,661.0839532,47525.61105,1304783.847,661.0839532,661.0839532,0,0,0,0,0,86327.90648,3618447.779,78962.46546,0,0,259642.0829,0
5,1953,195305,15919865.18,2184027.808,1740150.149,470995.331,470995.331,455186.6443,134672.4898,972453.2447,1156662.274,187315.0183,1006300.559,2369152.706,752604.9844,138614.7064,1127633.225,365073.148,1923363.669,27569632.85,13925780.54,1211614.384,1125124.541,267433.6019,19479925.68,398124.0547,1753330.691,17003.2978,2250368.544,238245.271,3197177.471,489193.2399,0,2992022.927,59730.55432,47784.44345,74941.93548,273725.2203,990651.1535,8559826.458,2277565.857,505599.2321,3425388.009,0,0,0,0,372.1657811,40138.9325,1015131.137,372.1657811,372.1657811,0,0,0,0,0,87126.96856,3006955.565,72791.63553,0,0,99949.12756,0
6,1953,195306,20559702.78,1535920.765,1617105.207,350455.0903,350455.0903,428347.7152,40077.8746,658198.8523,1125060.829,107477.8321,612854.0701,1538389.628,411477.152,520024.8247,2100220.531,193188.5228,1313393.921,21289334.07,15365791.29,124924.4633,1150202.083,60445.99362,20571964.8,140066.8225,1248462.827,3209.521785,4683885.569,372674.8565,5474621.211,4318082.38,0,3525783.124,41147.7152,32918.17216,46291.1796,228452.1148,972526.2487,13419998.13,3268692.2,352100.9989,4243193.539,0,0,0,0,286.4697131,13496.45058,706870.1382,286.4697131,286.4697131,0,0,0,0,0,84805.44102,964625.8874,63778.95855,0,0,30037.83209,0
7,1953,195307,22018991.9,296741.3939,903922.3887,97281.1628,97281.1628,123721.8882,5773.953584,263809.9482,673561.5509,31577.55305,169435.6724,730385.2182,386257.5846,2525487.477,8017711.947,105523.9793,632108.5462,8635724.082,4096440.876,163104.2337,1242475.171,0,6307227.973,17958.98666,261022.5224,278.7425868,1525398.896,423091.4264,373753.9886,1378939.577,0,4581054.774,0,0,1911.377738,56544.92475,522761.8114,5991372.802,991367.9202,70999.7189,2774086.044,0,0,0,0,14.69075452,0,265168.119,14.69075452,14.69075452,0,0,0,0,0,57580.25436,501736.6563,7685.331322,0,0,2787.425868,0
8,1953,195308,24418487.73,158644.3523,601287.5801,28431.74386,28431.74386,23812.58099,438.024065,200256.6384,371922.2516,12702.69788,36236.53629,567002.242,358383.3259,702988.8039,2866469.302,80795.52981,491861.2046,6718572.39,1771807.343,148330.8766,1016574.214,0,1095697.288,9437.427582,67097.32268,238.9222173,1185054.198,194164.1219,71756.30592,0,0,3995894.443,0,0,0,4778.444345,831011.292,1222764.088,199778.794,14653.89599,856217.586,0,0,0,0,0,0,146417.8533,0,0,0,0,0,0,0,49456.89898,28471.56422,1194.611086,0,0,0,0
9,1953,195309,20464240.09,138091.7322,559608.9267,22672.39107,22672.39107,10945.29224,905.2497343,194710.9883,297251.0946,8805.611052,21191.07333,488135.3454,150189.1605,548457.8959,2299745.802,66371.26461,459661.1265,6593715.622,1686850.584,111139.9787,524592.221,0,988944.187,7653.475027,34029.16047,41.1477152,1281298.704,1110.98831,20656.15303,11480.21254,0,3060567.056,0,0,0,3662.146652,2113017.471,523234.3464,110687.3539,12015.13284,523728.119,0,0,0,0,0,0,111894.5802,0,0,0,0,0,0,0,50076.76939,18146.1424,946.3974495,0,0,0,0
10,1953,195310,14702994.51,223551.5546,609251.654,44081.14909,44081.14909,27117.67166,6211.977649,228489.2804,305820.4381,10632.03867,22777.25138,491383.3602,125434.1641,233068.6229,1027604.456,64389.53755,484852.8196,6618185.239,1542521.655,202805.1421,46709.29348,48541.03048,1369183.586,8680.840561,68809.59857,0,1316063.213,15091.92006,142915.3063,1377983.888,0,119978.7734,0,0,0,12105.39234,1816007.953,419905.7969,106280.5663,28391.92349,522761.8114,0,0,0,0,0,716.7666518,131727.0988,0,0,0,0,0,0,0,49775.46193,103771.883,1831.736999,0,0,9556.888691,0
11,1953,195311,15124130.75,885869.1605,773577.0457,147843.7407,147843.7407,168170.712,44686.4187,336423.7194,464969.1817,90854.15515,308031.796,796619.7662,234541.9766,0,94639.74495,142741.424,674616.7906,8802195.792,1535180.106,470112.6461,101264.5271,145169.1392,2597819.851,207631.3709,181914.0489,0,1404206.929,67317.66206,602073.3688,1362318.555,0,111880.6376,0,0,10492.66738,31848.33156,740905.7598,547223.4644,160599.5324,77604.59086,618244.4208,0,0,0,0,4627.587673,2468.862912,662063.3369,4627.587673,4627.587673,0,0,0,0,0,43698.87354,1043176.876,4855.430393,0,0,41970.6695,0
12,1953,195312,14335731.24,834674.766,700838.504,154702.1357,154702.1357,170709.9242,83383.85383,259270.4261,390518.3641,38944.32142,314620.7398,625936.3889,159281.4782,0,0,108231.7644,704661.2595,7776320.867,1663257.016,572696.5548,61960.49501,176523.6982,3447448.493,167723.3965,240913.2357,0,1467858.462,115319.7902,551950.1423,1501387.213,0,115080.868,19910.18477,15928.14782,23095.81434,42846.71763,576837.8732,610884.2892,210092.2697,119222.1864,673561.5509,0,0,0,0,95.48990436,3344.911042,493119.6599,95.48990436,95.48990436,0,0,0,0,0,48541.03048,1385908.142,66619.47825,0,0,41811.38802,0
1,1954,195401,37314513.51,3741243.18,1130898.495,1568603.997,1568603.997,1757312.728,411185.1359,1110152.083,811897.5147,942428.686,1616229.159,1925314.868,1871557.369,0,497754.6193,770046.3063,1702320.798,10702202.16,4498347.866,1561396.51,1922965.466,2293175.441,5594722.101,3060593.603,619724.4112,24808.09023,1439466.539,330548.8876,166409.3243,1571550.704,0,126350.0326,79640.73909,63712.59127,98674.87573,111656.3162,889268.4927,1011477.207,410109.9859,224029.3991,876565.7948,0,0,0,0,9622.444208,7924.253539,3165857.598,9622.444208,9622.444208,0,0,0,0,0,52284.14521,2399177.265,96962.59984,0,0,400194.7139,0
2,1954,195402,53988521.03,3209918.567,1706160.619,1733494.459,1733494.459,1935676.697,801366.4491,1829912.373,1255549.051,767595.9314,2482750.266,3120686.807,3041991.802,0,1269700.926,1186288.629,2801409.929,19886382.15,9424090.603,2277790.557,2282199.241,1957852.376,9708142.098,3589462.153,1535676.818,71641.11128,1284470.017,329813.6329,716984.2417,1558161.105,0,118505.4198,198390.7697,158712.6158,245563.686,215231.9417,766141.0657,1089077.152,749211.7201,374605.86,1338564.567,0,0,0,0,15963.95324,13711.00653,3780420.829,15963.95324,15963.95324,0,0,0,0,0,81913.34447,1792306.3,83147.77592,0,0,713325.0342,0
3,1954,195403,16235720.35,3738814.137,1839701.073,1581545.617,1581545.617,1587598.313,625259.4426,1445559.055,1339079.387,557524.994,1907833.725,2939818.422,2548503.651,0,1353892.565,781793.3153,2569727.908,27789998.78,13114878.53,3129124.459,3848559.076,4129889.987,17976587.27,2170807.446,2619861.753,158246.1486,1276641.048,84697.92602,2376758.397,4783302.43,0,1186288.629,278742.5868,222994.0695,369214.4664,416242.3229,258792.5817,3383775.722,1215397.319,542353.4332,1774634.589,0,0,0,0,10577.34325,28949.40866,2475392.136,10577.34325,10577.34325,0,0,0,0,0,102537.4516,3481773.652,201968.9143,0,0,637922.3201,0
4,1954,195404,17682777.98,3082622.232,2127336.876,1425521.445,1425521.445,1314710.648,310130.3294,1694216.026,1840743.039,622647.2264,2150461.892,4145714.601,2913258.236,0,1580072.264,996762.2529,3816368.289,36139256.45,15929021.21,1716271.201,3175451.477,3267334.325,22491546.87,2150955.664,2678633.964,72378.83103,2502316.004,388310.9883,6753780.234,2403396.897,0,3569852.327,164590.8608,131672.6886,228205.2285,362881.7003,719838.1296,7271912.264,3063035.919,840071.7535,3254002.465,0,0,0,0,2137.504782,27815.85547,2536603.613,2137.504782,2137.504782,0,0,0,0,0,123113.9639,4076174.963,100647.3114,0,0,528336.6631,0
5,1954,195405,19935351.25,873380.1652,1405659.045,448098.6185,448098.6185,483976.7715,45036.83796,602721.1134,1177966.172,151556.3265,638798.3682,1574975.256,451961.1943,1234.431456,692396.5857,237010.8395,1450656.063,18179790.61,9463390.463,424604.6005,1024856.851,35758.69185,14269629.43,306776.127,1014901.759,3663.473998,2815738.151,351613.8631,5659031.998,3929752.809,0,7695525.337,59730.55432,47784.44345,75897.62435,323699.784,3153613.986,8770396.572,4174608.262,524195.3447,3205022.084,0,0,0,0,78.35069075,30980.24751,852798.2997,78.35069075,78.35069075,0,0,0,0,0,115080.868,3509209.887,90471.87961,0,0,84817.38713,0
6,1954,195406,21548893.86,399338.576,901134.9628,178210.7545,178210.7545,237257.7258,12879.23486,309183.932,752427.1201,79085.90861,226723.9107,797854.1977,343583.4219,57195.32412,967753.1137,121180.0213,786044.8034,9698351.881,3110973.007,147638.0021,1086752.306,15348.09777,4262779.851,59746.48247,293794.6865,41.1477152,1295741.552,454929.1392,124060.3613,0,0,4463539.554,20573.8576,16459.08608,19874.34644,140066.8225,445382.8693,12320654.62,1679649.734,161340.1913,3337244.293,0,0,0,0,0,12262.01913,402036.9819,0,0,0,0,0,0,0,95462.69926,2232921.913,36086.54623,0,0,17282.04038,0
7,1954,195407,28034854.23,110421.8847,617215.7279,55907.79884,55907.79884,70482.05409,1752.09626,217379.3973,428228.2541,23971.86247,51408.09708,544623.1943,386257.5846,108191.9441,1316541.058,77848.82246,535265.4074,7151937.472,1799761.242,166966.8095,1178045.813,0,1090042.796,10632.03867,75180.8577,79.64073909,1277118.892,485768.6881,65106.30421,1712.27589,0,4698604.504,0,0,398.2036955,38187.73439,439736.3409,10285959.84,442921.9705,26201.80316,2431551.226,0,0,0,0,0,1871.557369,162822.5292,0,0,0,0,0,0,0,60009.2969,1098843.098,5813.773954,0,0,1194.611086,0
8,1954,195408,27863467.36,115080.868,517664.8041,35479.94926,35479.94926,32732.34377,3982.036955,197708.1348,325889.9044,14215.87193,25445.21614,484892.64,290688.6977,32493.42155,888113.702,70282.95225,477286.9494,6684287.052,1644820.184,90909.90367,1043652.065,0,595234.884,6012.875801,23613.47914,119.4611086,1320961.119,395933.9344,55310.4933,955.6888691,0,4132995.975,0,0,0,1513.174043,428228.2541,4652054.492,127305.7214,3464.37215,1586124.96,0,0,0,0,0,79.64073909,129278.6397,0,0,0,0,0,0,0,46828.75459,270858.1536,398.2036955,0,0,0,0
9,1954,195409,19139612.84,148625.5473,522575.983,29173.73007,29173.73007,15389.24548,5966.418704,194176.068,314368.5441,12550.05313,20450.41445,453200.9352,257173.22,0,650133.9001,71514.72901,452995.1966,6613301.934,921173.9001,77974.9203,646512.9012,0,853033.2837,6048.714134,18804.50584,41.1477152,1424287.014,164.5908608,113608.8417,1933.942614,0,1084653.773,0,0,0,0,356010.0319,902245.9511,83982.48672,3250.669501,909858.2784,0,0,0,0,0,0,118505.4198,0,0,0,0,0,0,0,45344.78215,10328.07651,0,0,0,0,0
10,1954,195410,14034569.79,203482.0884,529610.9149,55310.4933,55310.4933,50293.12674,7565.870214,192173.1034,304824.9289,12623.05715,21702.1014,447103.1093,165254.5336,0,394221.6585,74941.93548,408676.4526,6809163.731,586633.6841,72871.27627,93896.43139,3305.090672,1057469.734,6211.977649,28909.58829,0,1456111.453,0,204397.9569,653969.929,0,187792.8628,0,0,0,3743.114737,307293.7918,191217.4146,70044.03003,14534.43488,575404.3399,0,0,0,0,0,199.1018477,123647.1838,0,0,0,0,0,0,0,37869.17144,11308.98495,557.4851736,0,0,398.2036955,0
11,1954,195411,11671796.3,1614019.129,818839.5324,301407.0138,301407.0138,305604.0808,229933.4325,508421.169,492620.4463,145662.9118,352347.8852,710044.9734,508174.2827,0,57606.80128,130026.78,588988.3953,8694471.073,1177318.427,133935.813,77686.88629,197097.5558,1907854.963,391026.7375,112374.4102,0,1490617.131,28391.92349,436289.2242,1052147.078,0,140313.7088,0,0,3785.589798,34276.04676,712513.8363,117024.102,203722.3379,66823.88948,720085.0159,0,0,0,0,0,2427.715197,578570.882,0,0,0,0,0,0,0,44316.08927,420447.3539,5349.202976,0,0,42793.6238,0
12,1954,195412,13892570.35,2634555.469,1067185.904,553184.5737,553184.5737,583567.5157,499944.7396,891259.5112,643935.1959,241191.9783,636369.3257,1098205.972,876048.13,0,0,275955.1609,932672.6955,9997063.056,1887127.133,1025414.336,272650.0703,698329.8207,5261744.171,1033736.793,781554.3931,63155.1061,1653182.462,586394.7619,951428.0895,1222007.501,0,123403.3252,19910.18477,15928.14782,42129.95098,81273.37424,554100.4422,177041.363,329314.4561,143472.7915,700758.8633,0,0,0,0,0,6012.875801,1162773.22,0,0,0,0,0,0,0,48262.28789,1936783.134,118744.342,0,0,203482.0884,0
